time_s,vibration_gyro_rms,vibration_accel_rms,altitude_m_baro,temperature_C_baro,motor_output_mean_pwm,altitude_m_ekf
35.704801,0.004673079187644341,9.676453524569704,0.0,0.0,900.0,-0.09653403409722167
35.708801,0.004706038254689762,9.681427164029786,0.0,0.0,900.0,-0.09653488302786328
35.712801,0.0044451165718611095,9.694985071694125,0.0,0.0,900.0,-0.0965357319585049
35.716803,0.004110381663778991,9.693392537701309,0.0,0.0,900.0,-0.09653658131361183
35.720801,0.0037720152752956553,9.703717792128623,0.0,0.0,900.0,-0.09653742981978813
35.724801,0.0050827131073802176,9.691358657443365,0.0,0.0,900.0,-0.09653827875042974
35.728801,0.004873837194185748,9.681447621049905,0.0,0.0,900.0,-0.09653912768107135
35.733593,0.0042749883507416635,9.676459632752557,0.0,0.0,900.0,-0.09654014469998001
35.7376,0.0032688380042555625,9.688958716821311,0.0,0.0,900.0,-0.09654099511625025
35.741594,0.004693739586838909,9.707286951238745,0.0,0.0,900.0,-0.09654184277349591
35.7456,0.004708421939999911,9.699642157148736,0.0,0.0,900.0,-0.09654269297753348
35.749594,0.004386181199622425,9.690692203629327,0.0,0.0,900.0,-0.09654354063477913
35.7536,0.003959422731881994,9.679405475380921,0.0,0.0,900.0,-0.09654439083881672
35.757611,0.0035370015347904516,9.687446774227137,0.0,0.0,900.0,-0.09654524210401759
35.7616,0.0019444559807209297,9.699091776874004,0.0,0.0,900.0,-0.09654608870009994
35.765594,0.0025189846199267455,9.690597915774843,0.0,0.0,900.0,-0.0965469363573456
35.7696,0.0034534212179448596,9.688026797502918,0.0,0.0,900.0,-0.09654778656138317
35.773593,0.00388549421677414,9.69261098116481,0.0,0.0,900.0,-0.09654863400639617
35.7776,0.005563704564314041,9.721092781711095,0.0,0.0,900.0,-0.0965494844226664
35.781612,0.004496029890067397,9.7302656182007,0.0,0.0,900.0,-0.09655033590009994
35.7856,0.004206087846211758,9.69853548427702,0.0,0.0,900.0,-0.09655118228394964
35.789595,0.004083843704219305,9.668224329814162,0.0,0.0,900.0,-0.09655203015342795
35.7936,0.00448034338075389,9.685981849883195,0.0,0.0,900.0,-0.09655288014523286
35.797594,0.0038274816420423457,9.711746375717356,0.0,0.0,900.0,-0.09655425040856384
35.8016,0.004596544025073953,9.692626356368516,0.0,0.0,900.0,-0.09657108198647814
35.805593,0.003993728655588246,9.694805294669894,0.0,0.0,900.0,-0.09658785894369526
35.809599,0.0045153341162614755,9.699213387424678,0.0,0.0,900.0,-0.09660469052160954
35.813594,0.004532035070572817,9.699100771151357,0.0,0.0,900.0,-0.09662147588201084
35.8176,0.003977565195958886,9.681031104438164,0.0,0.0,900.0,-0.09663830745992512
35.821593,0.004004935967692595,9.712135432849637,0.0,0.0,900.0,-0.09665508441714224
35.825599,0.004308797844975561,9.7051385860536,0.0,0.0,900.0,-0.0966719159950565
35.829594,0.004496622533854629,9.69386052658841,0.0,0.0,900.0,-0.09668870135545782
35.833599,0.004568245360475841,9.69423407896342,0.0,0.0,900.0,-0.09670552873178001
35.837606,0.003937751335531866,9.723486007004087,0.0,0.0,900.0,-0.0967223645112864
35.842399,0.0033473902880589604,9.70783928974244,0.0,0.0,900.0,-0.09674250274217586
35.8464,0.003077837363013067,9.670860916200624,0.0,0.0,900.0,-0.0967593133121297
35.8504,0.0030186244817752223,9.694662181257664,0.0,0.0,900.0,-0.09677611968049143
35.8544,0.0033458230943654477,9.707374897865144,0.0,0.0,900.0,-0.09679292604885317
35.8584,0.0036787103954207946,9.725988976636257,0.0,0.0,900.0,-0.09680973241721494
35.8624,0.0041123699184006145,9.694654647868783,0.0,0.0,900.0,-0.09682653878557668
35.8664,0.0044531348922167,9.673936187608703,0.0,0.0,900.0,-0.09684334515393841
35.870399,0.004205520945668578,9.675027730448141,0.0,0.0,900.0,-0.09686014732070806
35.874399,0.00405978717368275,9.705679205948057,0.0,0.0,900.0,-0.0968769536890698
35.8784,0.003069323324825552,9.711805349196718,0.0,0.0,900.0,-0.09689376425902366
35.8824,0.0032795094361745525,9.702052934066009,0.0,0.0,900.0,-0.0969105706273854
35.8864,0.004198382235569554,9.682756550097166,0.0,0.0,900.0,-0.09692737699574716
35.8904,0.004960735645656186,9.703352506197415,0.0,0.0,900.0,-0.0969441833641089
35.8944,0.004337925063871292,9.71125539285769,0.0,0.0,900.0,-0.09696098973247062
35.8984,0.004126412451201092,9.726446484041292,0.0,0.0,900.0,-0.09697779610083239
35.9024,0.0033508333606963167,9.7289904888125,0.0,0.0,900.0,-0.09699460246919413
35.9064,0.003792444979336377,9.69800514974862,0.0,0.0,900.0,-0.09701140883755587
35.9104,0.004298476159768017,9.695826371467332,0.0,0.0,900.0,-0.09701768723312981
35.9144,0.003993506232983217,9.697516638882341,0.0,0.0,900.0,-0.0970199371233888
35.9184,0.004279501567191573,9.707841384735051,0.0,0.0,900.0,-0.09702218701364779
35.9224,0.0038129785845048216,9.698487549912207,0.0,0.0,900.0,-0.09702443690390677
35.9264,0.002872800693521841,9.708188500434488,0.0,0.0,900.0,-0.09702668679416576
35.9304,0.003494623338098345,9.703356001519467,0.0,0.0,900.0,-0.09702893668442475
35.9344,0.0038669366164437373,9.697722593081822,0.0,0.0,900.0,-0.09703118657468375
35.9384,0.0029638258591559302,9.716468481520158,0.0,0.0,900.0,-0.09703343646494274
35.9424,0.003000317546355887,9.718655269430927,0.0,0.0,900.0,-0.09703568635520173
